from_act,from_num,from_heading,to_act,to_num,to_heading,relation,score
iea,104,Burden of proving fact to be proved to make evidence admissible,bsa,107,Burden of proving fact to be proved to make evidence admissible,near-identical,1
iea,105,Burden of proving that case of accused comes within exceptions,bsa,108,Burden of proving that case of accused comes within exceptions,near-identical,0.95
iea,106,Burden of proving fact especially within knowledge,bsa,109,Burden of proving fact especially within knowledge,near-identical,1
iea,107,Burden of proving death of person known to have been alive within thirty years,bsa,110,Burden of proving death of person known to have been alive within thirty years,near-identical,1
iea,108,Burden of proving that person is alive who has not been heard of for seven years,bsa,111,Burden of proving that person is alive who has not been heard of for seven years,near-identical,0.9916
iea,109,"Burden of proof as to relationship in the cases of partners, landlord and tenant, principal and agent",bsa,112,"Burden of proof as to relationship in the cases of partners, landlord and tenant, principal and agent",near-identical,1
iea,110,Burden of proof as to ownership,bsa,113,Burden of proof as to ownership,near-identical,1
iea,111,Proof of good faith in transactions where one party is in relation of active confidence,bsa,114,Proof of good faith in transactions where one party is in relation of active confidence,near-identical,0.9687
iea,111A,Presumption as to certain offences,bsa,115,Presumption as to certain offences,near-identical,0.9989
iea,112,"Birth during marriage, conclusive proof of legitimacy",bsa,116,"Birth during marriage, conclusive proof of legitimacy",near-identical,0.9719
iea,113,Proof of cession of territory,bsa,,,none,0.1957
iea,113A,Presumption as to abetment of suicide by a married woman,bsa,117,Presumption as to abetment of suicide by a married woman,near-identical,0.9953
iea,113B,Presumption as to dowry death,bsa,118,Presumption as to dowry death,near-identical,0.9927
iea,114,Court may presume existence of certain facts,bsa,119,Court may presume existence of certain facts,near-identical,0.9906
iea,114A,Presumption as to absence of consent in certain prosecution for rape,bsa,120,Presumption as to absence of consent in certain prosecution for rape,near-identical,0.95
iea,115,Estoppel,bsa,121,Estoppel,near-identical,0.9951
iea,116,Estoppel of tenants and of licensee of person in possession,bsa,122,Estoppel of tenant and of licensee of person in possession,near-identical,0.9055
iea,117,"Estoppel of acceptor of bill of exchange, bailee or licensee",bsa,123,"Estoppel of acceptor of bill of exchange, bailee or licensee",near-identical,0.9907
iea,118,Who may testify,bsa,124,Who may testify,near-identical,0.9406
iea,119,Witness unable to communicate verbally,bsa,125,Witness unable to communicate verbally,near-identical,0.95
iea,120,"Parties to civil suit, and their wives or husbands. Husband or wife of person under criminal trial",bsa,126,Competency of husband and wife as witnesses in certain cases,close,0.8267
iea,121,Judges and Magistrates,bsa,127,Judges and Magistrates,near-identical,0.9973
iea,122,Communications during marriage,bsa,128,Communications during marriage,near-identical,1
iea,123,Evidence as to affairs of State,bsa,129,Evidence as to affairs of State,near-identical,1
iea,124,Official communications,bsa,130,Official communications,near-identical,1
iea,125,Information as to commission of offences,bsa,131,Information as to commission of offences,near-identical,0.95
iea,126,Professional communications,bsa,132,Professional communications,close,0.8337
iea,127,"Section 126 to apply to interpreters, etc",bsa,,,none,0.2941
iea,128,Privilege not waived by volunteering evidence,bsa,133,Privilege not waived by volunteering evidence,near-identical,0.95
iea,129,Confidential communications with legal advisers,bsa,134,Confidential communication with legal advisers,near-identical,0.9251
iea,130,Production of title-deeds of witness not a party,bsa,135,Production of title-deeds of witness not a party,near-identical,0.9538
iea,131,"Production of documents or electronic records which another person, having possession, could refuse to produce",bsa,136,"Production of documents or electronic records which another person, having possession, could refuse to produce",near-identical,1
iea,132,Witness not excused from answering on ground that answer will criminate,bsa,137,Witness not excused from answering on ground that answer will criminate,near-identical,0.9726
iea,133,Accomplice,bsa,138,Accomplice,close,0.8393
iea,134,Number of witnesses,bsa,139,Number of witnesses,near-identical,0.8923
iea,135,Order of production and examination of witnesses,bsa,140,Order of production and examination of witnesses,near-identical,1
iea,136,Judge to decide as to admissibility of evidence,bsa,141,Judge to decide as to admissibility of evidence,near-identical,1
iea,137,Examination-in-chief,bsa,142,Examination of witnesses,close,0.8496
iea,138,Order of examinations,bsa,143,Order of examinations,near-identical,0.9727
iea,139,Cross-examination of person called to produce a document,bsa,144,Cross examination of person called to produce a document,near-identical,1
iea,140,Witnesses to character,bsa,145,Witnesses to character,near-identical,1
iea,141,Leading questions,bsa,146,Leading questions,near-identical,0.9
iea,142,When they must not be asked,bsa,146,Leading questions,close,0.7
iea,143,When they may be asked,bsa,146,Leading questions,close,0.7
iea,144,Evidence as to matters in writing,bsa,147,Evidence as to matters in writing,near-identical,0.9852
iea,145,Cross-examination as to previous statements in writing,bsa,148,Cross examination as to previous statements in writing,near-identical,1
iea,146,Questions lawful in cross-examination,bsa,149,Questions lawful in cross examination,near-identical,0.9999
iea,147,When witness to be compelled to answer,bsa,150,When witness to be compelled to answer,near-identical,1
iea,148,Court to decide when question shall be asked and when witness compelled to answer,bsa,151,Court to decide when question shall be asked and when witness compelled to answer,near-identical,0.9961
iea,149,Question not to be asked without reasonable grounds,bsa,152,Question not to be asked without reasonable grounds,near-identical,0.95
iea,150,Procedure of Court in case of question being asked without reasonable grounds,bsa,153,Procedure of Court in case of question being asked without reasonable grounds,near-identical,0.95
iea,151,Indecent and scandalous questions,bsa,154,Indecent and scandalous questions,near-identical,1
iea,152,Questions intended to insult or annoy,bsa,155,Questions intended to insult or annoy,near-identical,1
iea,153,Exclusion of evidence to contradict answers to questions testing veracity,bsa,156,Exclusion of evidence to contradict answers to questions testing veracity,near-identical,0.95
iea,154,Question by party to his own witness,bsa,157,Question by party to his own witness,near-identical,0.9812
iea,155,Impeaching credit of witness,bsa,158,Impeaching credit of witness,near-identical,0.95
iea,156,"Questions tending to corroborate evidence of relevant fact, admissible",bsa,159,"Questions tending to corroborate evidence of relevant fact, admissible",near-identical,1
iea,157,Former statements of witness may be proved to corroborate later testimony as to same fact,bsa,160,Former statements of witness may be proved to corroborate later testimony as to same fact,near-identical,1
iea,158,What matters may be proved in connection with proved statement relevant under section 32 or 33,bsa,161,What matters may be proved in connection with proved statement relevant under section 26 or 27,near-identical,1
iea,159,Refreshing memory,bsa,162,Refreshing memory,near-identical,0.9839
iea,160,Testimony to facts stated in document mentioned in section 159,bsa,163,Testimony to facts stated in document mentioned in section 162,near-identical,1
iea,161,Right of adverse party as to writing used to refresh memory,bsa,164,Right of adverse party as to writing used to refresh memory,near-identical,1
iea,162,Production of documents,bsa,165,Production of documents,near-identical,0.9265
iea,163,"Giving, as evidence, of document called for and produced on notice",bsa,166,"Giving, as evidence, of document called for and produced on notice",near-identical,1
iea,164,"Using, as evidence, of document production of which was refused on notice",bsa,167,"Using, as evidence, of document production of which was refused on notice",near-identical,1
iea,165,Judge’s power to put questions or order production,bsa,168,Judge's power to put questions or order production,near-identical,0.95
iea,166,Power of jury or assessors to put questions,bsa,,,none,0.2953
iea,167,No new trial for improper admission or rejection of evidence,bsa,169,No new trial for improper admission or rejection of evidence,near-identical,0.95
income-tax-act,1,"Short title, extent and commencement",income-tax-act-2025,1,"Short title, extent and commencement",official,
income-tax-act,2,Definitions,income-tax-act-2025,2,Definitions,official,
income-tax-act,3,"""Previous year"" defined",income-tax-act-2025,3,"Definition of ""tax year""",official,
income-tax-act,4,Charge of income-tax,income-tax-act-2025,4,Charge of Income-tax,official,
income-tax-act,5,Scope of total income,income-tax-act-2025,5,Scope of total income,official,
